”¼Œar[mm],—ƒŒ·’·chord[mm],Žæ•tŠptheta[deg]
0.929,0.119660848,35.03270685
0.93,0.119563259,35.0058833
0.931,0.119465671,34.97905975
0.932,0.119368082,34.95223619
0.933,0.119270493,34.92541264
0.934,0.119172905,34.89858908
0.935,0.119075316,34.87176553
0.936,0.118977728,34.84494198
0.937,0.118880139,34.81811842
0.938,0.11878255,34.79129487
0.939,0.118684962,34.76447131
0.94,0.118587373,34.73764776
0.941,0.118489784,34.71082421
0.942,0.118392196,34.68400065
0.943,0.118294607,34.6571771
0.944,0.118198047,34.63030059
0.945,0.118103396,34.60332573
0.946,0.118008745,34.57635087
0.947,0.117914095,34.54937601
0.948,0.117819444,34.52240115
0.949,0.117724794,34.49542629
0.95,0.117630143,34.46845143
0.951,0.117535492,34.44147657
0.952,0.117440842,34.41450171
0.953,0.117346191,34.38752685
0.954,0.11725154,34.36055199
0.955,0.11715689,34.33357713
0.956,0.117062239,34.30660227
0.957,0.116967589,34.27962742
0.958,0.116872938,34.25265256
0.959,0.116778287,34.2256777
0.96,0.116683637,34.19870284
0.961,0.116588986,34.17172798
0.962,0.116494335,34.14475312
0.963,0.116399685,34.11777826
0.964,0.116305034,34.0908034
0.965,0.116210383,34.06382854
0.966,0.116115733,34.03685368
0.967,0.116021082,34.00987882
0.968,0.115926432,33.98290396
0.969,0.115831781,33.9559291
0.97,0.11573713,33.92895424
0.971,0.115642851,33.90202634
0.972,0.115551057,33.87541269
0.973,0.115459263,33.84879905
0.974,0.115367469,33.8221854
0.975,0.115275675,33.79557175
0.976,0.115183881,33.76895811
0.977,0.115092088,33.74234446
0.978,0.115000294,33.71573081
0.979,0.1149085,33.68911716
0.98,0.114816706,33.66250352
0.981,0.114724912,33.63588987
0.982,0.114633118,33.60927622
0.983,0.114541324,33.58266258
0.984,0.11444953,33.55604893
0.985,0.114357736,33.52943528
0.986,0.114265942,33.50282163
0.987,0.114174148,33.47620799
0.988,0.114082354,33.44959434
0.989,0.113990561,33.42298069
0.99,0.113898767,33.39636704
0.991,0.113806973,33.3697534
0.992,0.113715179,33.34313975
0.993,0.113623385,33.3165261
0.994,0.113531591,33.28991246
0.995,0.113439797,33.26329881
0.996,0.113348003,33.23668516
0.997,0.113256209,33.21007151
0.998,0.113164415,33.18345787
0.999,0.113075094,33.15723703
1,0.112986017,33.13105505
1.001,0.11289694,33.10487307
1.002,0.112807864,33.07869109
1.003,0.112718787,33.0525091
1.004,0.11262971,33.02632712
1.005,0.112540633,33.00014514
1.006,0.112451556,32.97396316
1.007,0.112362479,32.94778117
1.008,0.112273403,32.92159919
1.009,0.112184326,32.89541721
1.01,0.112095249,32.86923523
1.011,0.112006172,32.84305324
1.012,0.111917095,32.81687126
1.013,0.111828019,32.79068928
1.014,0.111738942,32.7645073
1.015,0.111649865,32.73832531
1.016,0.111560788,32.71214333
1.017,0.111471711,32.68596135
1.018,0.111382634,32.65977937
1.019,0.111293558,32.63359738
1.02,0.111204481,32.6074154
1.021,0.111115404,32.58123342
1.022,0.111026327,32.55505144
1.023,0.11093725,32.52886945
1.024,0.110848173,32.50268747
1.025,0.110759097,32.47650549
1.026,0.110671749,32.45027489
1.027,0.110585179,32.42402246
1.028,0.110498608,32.39777002
1.029,0.110412037,32.37151759
1.03,0.110325467,32.34526515
1.031,0.110238896,32.31901272
1.032,0.110152325,32.29276028
1.033,0.110065755,32.26650785
1.034,0.109979184,32.24025541
1.035,0.109892614,32.21400298
1.036,0.109806043,32.18775054
1.037,0.109719472,32.1614981
1.038,0.109632902,32.13524567
1.039,0.109546331,32.10899323
1.04,0.109459761,32.0827408
1.041,0.10937319,32.05648836
1.042,0.109286619,32.03023593
1.043,0.109200049,32.00398349
1.044,0.109113478,31.97773106
1.045,0.109026908,31.95147862
1.046,0.108940337,31.92522619
1.047,0.108853766,31.89897375
1.048,0.108767196,31.87272131
1.049,0.108680625,31.84646888
1.05,0.108594055,31.82021644
1.051,0.108507484,31.79396401
1.052,0.108420913,31.76771157
1.053,0.108335477,31.74178205
1.054,0.108251321,31.71621665
1.055,0.108167164,31.69065125
1.056,0.108083008,31.66508586
1.057,0.107998851,31.63952046
1.058,0.107914694,31.61395507
1.059,0.107830538,31.58838967
1.06,0.107746381,31.56282427
1.061,0.107662225,31.53725888
1.062,0.107578068,31.51169348
1.063,0.107493911,31.48612809
1.064,0.107409755,31.46056269
1.065,0.107325598,31.43499729
1.066,0.107241442,31.4094319
1.067,0.107157285,31.3838665
1.068,0.107073128,31.3583011
1.069,0.106988972,31.33273571
1.07,0.106904815,31.30717031
1.071,0.106820659,31.28160492
1.072,0.106736502,31.25603952
1.073,0.106652346,31.23047412
1.074,0.106568189,31.20490873
1.075,0.106484032,31.17934333
1.076,0.106399876,31.15377794
1.077,0.106315719,31.12821254
1.078,0.106231563,31.10264714
1.079,0.106147406,31.07708175
1.08,0.106063789,31.05169108
1.081,0.105981791,31.02682461
1.082,0.105899792,31.00195813
1.083,0.105817794,30.97709166
1.084,0.105735795,30.95222518
1.085,0.105653797,30.92735871
1.086,0.105571798,30.90249223
1.087,0.1054898,30.87762576
1.088,0.105407802,30.85275928
1.089,0.105325803,30.82789281
1.09,0.105243805,30.80302633
1.091,0.105161806,30.77815986
1.092,0.105079808,30.75329338
1.093,0.10499781,30.72842691
1.094,0.104915811,30.70356043
1.095,0.104833813,30.67869396
1.096,0.104751814,30.65382748
1.097,0.104669816,30.62896101
1.098,0.104587818,30.60409453
1.099,0.104505819,30.57922806
1.1,0.104423821,30.55436158
1.101,0.104341822,30.52949511
1.102,0.104259824,30.50462863
1.103,0.104177826,30.47976215
1.104,0.104095827,30.45489568
1.105,0.104013829,30.4300292
1.106,0.10393183,30.40516273
1.107,0.103849751,30.38023193
1.108,0.103765043,30.35322127
1.109,0.103680335,30.32621061
1.11,0.103595628,30.29919995
1.111,0.10351092,30.27218929
1.112,0.103426212,30.24517864
1.113,0.103341504,30.21816798
1.114,0.103256797,30.19115732
1.115,0.103172089,30.16414666
1.116,0.103087381,30.137136
1.117,0.103002673,30.11012534
1.118,0.102917966,30.08311468
1.119,0.102833258,30.05610403
1.12,0.10274855,30.02909337
1.121,0.102663843,30.00208271
1.122,0.102579135,29.97507205
1.123,0.102494427,29.94806139
1.124,0.102409719,29.92105073
1.125,0.102325012,29.89404007
1.126,0.102240304,29.86702941
1.127,0.102155596,29.84001876
1.128,0.102070888,29.8130081
1.129,0.101986181,29.78599744
1.13,0.101901473,29.75898678
1.131,0.101816765,29.73197612
1.132,0.101732057,29.70496546
1.133,0.10164735,29.6779548
1.134,0.101562642,29.65094414
1.135,0.101472497,29.62553622
1.136,0.101381077,29.60050425
1.137,0.101289657,29.57547227
1.138,0.101198237,29.5504403
1.139,0.101106817,29.52540832
1.14,0.101015397,29.50037635
1.141,0.100923977,29.47534437
1.142,0.100832557,29.4503124
1.143,0.100741137,29.42528042
1.144,0.100649716,29.40024845
1.145,0.100558296,29.37521647
1.146,0.100466876,29.3501845
1.147,0.100375456,29.32515252
1.148,0.100284036,29.30012055
1.149,0.100192616,29.27508857
1.15,0.100101196,29.2500566
1.151,0.100009776,29.22502462
1.152,0.099918356,29.19999265
1.153,0.099826936,29.17496067
1.154,0.099735516,29.1499287
1.155,0.099644095,29.12489672
1.156,0.099552675,29.09986475
1.157,0.099461255,29.07483277
1.158,0.099369835,29.0498008
1.159,0.099278415,29.02476882
1.16,0.099186995,28.99973685
1.161,0.099095575,28.97470487
1.162,0.099004014,28.95016219
1.163,0.098912355,28.92595952
1.164,0.098820697,28.90175685
1.165,0.098729038,28.87755418
1.166,0.098637379,28.8533515
1.167,0.098545721,28.82914883
1.168,0.098454062,28.80494616
1.169,0.098362403,28.78074349
1.17,0.098270745,28.75654082
1.171,0.098179086,28.73233815
1.172,0.098087427,28.70813548
1.173,0.097995769,28.68393281
1.174,0.09790411,28.65973013
1.175,0.097812452,28.63552746
1.176,0.097720793,28.61132479
1.177,0.097629134,28.58712212
1.178,0.097537476,28.56291945
1.179,0.097445817,28.53871678
1.18,0.097354158,28.51451411
1.181,0.0972625,28.49031144
1.182,0.097170841,28.46610876
1.183,0.097079182,28.44190609
1.184,0.096987524,28.41770342
1.185,0.096895865,28.39350075
1.186,0.096804206,28.36929808
1.187,0.096712548,28.34509541
1.188,0.096620889,28.32089274
1.189,0.096528545,28.29630414
1.19,0.096435035,28.27105842
1.191,0.096341525,28.24581271
1.192,0.096248014,28.22056699
1.193,0.096154504,28.19532127
1.194,0.096060994,28.17007555
1.195,0.095967483,28.14482984
1.196,0.095873973,28.11958412
1.197,0.095780463,28.0943384
1.198,0.095686952,28.06909269
1.199,0.095593442,28.04384697
1.2,0.095499932,28.01860125
1.201,0.095406422,27.99335553
1.202,0.095312911,27.96810982
1.203,0.095219401,27.9428641
1.204,0.095125891,27.91761838
1.205,0.09503238,27.89237267
1.206,0.09493887,27.86712695
1.207,0.09484536,27.84188123
1.208,0.09475185,27.81663551
1.209,0.094658339,27.7913898
1.21,0.094564829,27.76614408
1.211,0.094471319,27.74089836
1.212,0.094377808,27.71565265
1.213,0.094284298,27.69040693
1.214,0.094190788,27.66516121
1.215,0.094097277,27.63991549
1.216,0.094003369,27.61471185
1.217,0.093907202,27.58974664
1.218,0.093811036,27.56478143
1.219,0.09371487,27.53981622
1.22,0.093618703,27.514851
1.221,0.093522537,27.48988579
1.222,0.093426371,27.46492058
1.223,0.093330204,27.43995536
1.224,0.093234038,27.41499015
1.225,0.093137871,27.39002494
1.226,0.093041705,27.36505973
1.227,0.092945539,27.34009451
1.228,0.092849372,27.3151293
1.229,0.092753206,27.29016409
1.23,0.09265704,27.26519888
1.231,0.092560873,27.24023366
1.232,0.092464707,27.21526845
1.233,0.092368541,27.19030324
1.234,0.092272374,27.16533803
1.235,0.092176208,27.14037281
1.236,0.092080041,27.1154076
1.237,0.091983875,27.09044239
1.238,0.091887709,27.06547718
1.239,0.091791542,27.04051196
1.24,0.091695376,27.01554675
1.241,0.09159921,26.99058154
1.242,0.091503043,26.96561632
1.243,0.091406877,26.94065111
1.244,0.091302096,26.91492606
1.245,0.091196666,26.88914381
1.246,0.091091236,26.86336156
1.247,0.090985806,26.83757931
1.248,0.090880377,26.81179706
1.249,0.090774947,26.78601481
1.25,0.090669517,26.76023256
1.251,0.090564087,26.73445031
1.252,0.090458658,26.70866806
1.253,0.090353228,26.68288581
1.254,0.090247798,26.65710356
1.255,0.090142368,26.63132131
1.256,0.090036939,26.60553906
1.257,0.089931509,26.57975681
1.258,0.089826079,26.55397456
1.259,0.089720649,26.52819231
1.26,0.08961522,26.50241006
1.261,0.08950979,26.47662781
1.262,0.08940436,26.45084556
1.263,0.089298931,26.42506331
1.264,0.089193501,26.39928106
1.265,0.089088071,26.37349881
1.266,0.088982641,26.34771656
1.267,0.088877212,26.32193431
1.268,0.088771782,26.29615206
1.269,0.088666352,26.27036981
1.27,0.088560922,26.24458756
1.271,0.088430511,26.22054348
1.272,0.088289896,26.19720935
1.273,0.088149281,26.17387523
1.274,0.088008666,26.1505411
1.275,0.087868051,26.12720698
1.276,0.087727436,26.10387285
1.277,0.087586821,26.08053873
1.278,0.087446206,26.0572046
1.279,0.08730559,26.03387048
1.28,0.087164975,26.01053635
1.281,0.08702436,25.98720223
1.282,0.086883745,25.9638681
1.283,0.08674313,25.94053398
1.284,0.086602515,25.91719985
1.285,0.0864619,25.89386573
1.286,0.086321285,25.8705316
1.287,0.08618067,25.84719748
1.288,0.086040055,25.82386335
1.289,0.08589944,25.80052923
1.29,0.085758825,25.7771951
1.291,0.08561821,25.75386098
1.292,0.085477595,25.73052685
1.293,0.085336979,25.70719273
1.294,0.085196364,25.6838586
1.295,0.085055749,25.66052447
1.296,0.084915134,25.63719035
1.297,0.084774519,25.61385622
1.298,0.08462244,25.59050754
1.299,0.084458427,25.56714371
1.3,0.084294415,25.54377988
1.301,0.084130403,25.52041605
1.302,0.083966391,25.49705222
1.303,0.083802378,25.47368839
1.304,0.083638366,25.45032456
1.305,0.083474354,25.42696073
1.306,0.083310342,25.4035969
1.307,0.083146329,25.38023307
1.308,0.082982317,25.35686924
1.309,0.082818305,25.33350541
1.31,0.082654293,25.31014158
1.311,0.08249028,25.28677775
1.312,0.082326268,25.26341392
1.313,0.082162256,25.24005009
1.314,0.081998244,25.21668626
1.315,0.081834231,25.19332243
1.316,0.081670219,25.1699586
1.317,0.081506207,25.14659477
1.318,0.081342195,25.12323094
1.319,0.081178182,25.09986711
1.32,0.08101417,25.07650328
1.321,0.080850158,25.05313945
1.322,0.080686146,25.02977562
1.323,0.080522133,25.00641179
1.324,0.080358121,24.98304796
1.325,0.080179696,24.9599748
1.326,0.079962302,24.93768754
1.327,0.079744907,24.91540028
1.328,0.079527513,24.89311302
1.329,0.079310119,24.87082576
1.33,0.079092725,24.8485385
1.331,0.07887533,24.82625124
1.332,0.078657936,24.80396398
1.333,0.078440542,24.78167672
1.334,0.078223148,24.75938946
1.335,0.078005753,24.7371022
1.336,0.077788359,24.71481494
1.337,0.077570965,24.69252768
1.338,0.077353571,24.67024042
1.339,0.077136176,24.64795316
1.34,0.076918782,24.62566589
1.341,0.076701388,24.60337863
1.342,0.076483994,24.58109137
1.343,0.076266599,24.55880411
1.344,0.076049205,24.53651685
1.345,0.075831811,24.51422959
1.346,0.075614417,24.49194233
1.347,0.075397023,24.46965507
1.348,0.075179628,24.44736781
1.349,0.074962234,24.42508055
1.35,0.07474484,24.40279329
1.351,0.074527446,24.38050603
1.352,0.074302029,24.35881627
1.353,0.073924184,24.34847906
1.354,0.07354634,24.33814185
1.355,0.073168495,24.32780465
1.356,0.072790651,24.31746744
1.357,0.072412806,24.30713023
1.358,0.072034962,24.29679302
1.359,0.071657117,24.28645582
1.36,0.071279272,24.27611861
1.361,0.070901428,24.2657814
1.362,0.070523583,24.25544419
1.363,0.070145739,24.24510699
1.364,0.069767894,24.23476978
1.365,0.06939005,24.22443257
1.366,0.069012205,24.21409536
1.367,0.068634361,24.20375815
1.368,0.068256516,24.19342095
1.369,0.067878672,24.18308374
1.37,0.067500827,24.17274653
1.371,0.067122982,24.16240932
1.372,0.066745138,24.15207212
1.373,0.066367293,24.14173491
1.374,0.065989449,24.1313977
1.375,0.065611604,24.12106049
1.376,0.06523376,24.11072329
1.377,0.064855915,24.10038608
1.378,0.064478071,24.09004887
1.379,0.064100226,24.07971166
1.38,0.063459073,24.07011238
1.381,0.06276399,24.06066424
1.382,0.062068906,24.05121609
1.383,0.061373823,24.04176795
1.384,0.060678739,24.03231981
1.385,0.059983656,24.02287167
1.386,0.059288572,24.01342353
1.387,0.058593489,24.00397538
1.388,0.057898405,23.99452724
1.389,0.057203322,23.9850791
1.39,0.056508238,23.97563096
1.391,0.055813155,23.96618282
1.392,0.055118071,23.95673467
1.393,0.054422988,23.94728653
1.394,0.053727904,23.93783839
1.395,0.053032821,23.92839025
1.396,0.052337737,23.9189421
1.397,0.051642654,23.90949396
1.398,0.05094757,23.90004582
1.399,0.050252487,23.89059768
1.4,0.049557403,23.88114954
1.401,0.04886232,23.87170139
1.402,0.048167236,23.86225325
1.403,0.047472153,23.85280511
1.404,0.04677707,23.84335697
1.405,0.046081986,23.83390883
1.406,0.045386903,23.82446068
1.407,0.044691819,23.81501254
1.408,0.043996736,23.8055644
1.409,0.043301652,23.79611626
1.41,0.042606569,23.78666811
1.411,0.041911485,23.77721997
1.412,0.041216402,23.76777183
1.413,0.040521318,23.75832369
1.414,0.039826235,23.74887555
1.415,0.039131151,23.7394274
1.416,0.038436068,23.72997926
1.417,0.037740984,23.72053112
1.418,0.037045901,23.71108298
1.419,0.036350817,23.70163484
